category,opencpn_name,output_svg,esri_source,match_kind,reason
"POINT","BCNCAR03","symbols/BCNCAR03.svg","Q80_Beacon.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BCNCAR"
"POINT","BCNCAR04","symbols/BCNCAR04.svg","Q80_Beacon.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BCNCAR"
"POINT","BCNDEF13","symbols/BCNDEF13.svg","Q83_Beacon_submerged_rock.svg","SEMANTIC_TOKEN","semantic token match for BCNDEF"
"POINT","BCNGEN01","symbols/BCNGEN01.svg","Q83_Beacon_submerged_rock.svg","SEMANTIC_TOKEN","semantic token match for BCNGEN"
"POINT","BCNGEN03","symbols/BCNGEN03.svg","Q83_Beacon_submerged_rock.svg","SEMANTIC_TOKEN","semantic token match for BCNGEN"
"POINT","BCNISD21","symbols/BCNISD21.svg","Q80_Beacon.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BCNISD"
"POINT","BCNLAT15","symbols/BCNLAT15.svg","Q90_Stake_pole.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BCNLAT"
"POINT","BCNLAT16","symbols/BCNLAT16.svg","Q90_Stake_pole.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BCNLAT"
"POINT","BCNLAT21","symbols/BCNLAT21.svg","Q90_Stake_pole.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BCNLAT"
"POINT","BCNLAT22","symbols/BCNLAT22.svg","Q90_Stake_pole.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BCNLAT"
"POINT","BCNLTC01","symbols/BCNLTC01.svg","Q83_Beacon_submerged_rock.svg","SEMANTIC_TOKEN","semantic token match for BCNLTC"
"POINT","BCNSAW13","symbols/BCNSAW13.svg","Q92_Withy_port.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BCNSAW"
"POINT","BCNSAW21","symbols/BCNSAW21.svg","Q92_Withy_port.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BCNSAW"
"POINT","BCNSPP13","symbols/BCNSPP13.svg","Q90_Stake_pole.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BCNSPP"
"POINT","BCNSPP21","symbols/BCNSPP21.svg","Q90_Stake_pole.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BCNSPP"
"POINT","BCNSTK02","symbols/BCNSTK02.svg","Q83_Beacon_submerged_rock.svg","SEMANTIC_TOKEN","semantic token match for BCNSTK"
"POINT","BCNTOW01","symbols/BCNTOW01.svg","Q83_Beacon_submerged_rock.svg","SEMANTIC_TOKEN","semantic token match for BCNTOW"
"POINT","BLKADJ01","symbols/BLKADJ01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","BOYBAR01","symbols/BOYBAR01.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYBAR"
"POINT","BOYCAN01","symbols/BOYCAN01.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYCAN"
"POINT","BOYCAR01","symbols/BOYCAR01.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYCAR"
"POINT","BOYCAR02","symbols/BOYCAR02.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYCAR"
"POINT","BOYCAR03","symbols/BOYCAR03.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYCAR"
"POINT","BOYCAR04","symbols/BOYCAR04.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYCAR"
"POINT","BOYCON01","symbols/BOYCON01.svg","Q20b_Conical_buoy.svg","ALIAS","explicit alias Q20b_Conical_buoy.svg"
"POINT","BOYDEF03","symbols/BOYDEF03.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYDEF"
"POINT","BOYGEN03","symbols/BOYGEN03.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYGEN"
"POINT","BOYINB01","symbols/BOYINB01.svg","L16_Tanker_mooring.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYINB"
"POINT","BOYISD12","symbols/BOYISD12.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYISD"
"POINT","BOYLAT13","symbols/BOYLAT13.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYLAT"
"POINT","BOYLAT14","symbols/BOYLAT14.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYLAT"
"POINT","BOYLAT23","symbols/BOYLAT23.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYLAT"
"POINT","BOYLAT24","symbols/BOYLAT24.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYLAT"
"POINT","BOYMOR01","symbols/BOYMOR01.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYMOR"
"POINT","BOYMOR03","symbols/BOYMOR03.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYMOR"
"POINT","BOYMOR11","symbols/BOYMOR11.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYMOR"
"POINT","BOYPIL01","symbols/BOYPIL01.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYPIL"
"POINT","BOYSAW12","symbols/BOYSAW12.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYSAW"
"POINT","BOYSPH01","symbols/BOYSPH01.svg","Q22a_Spherical_buoy.svg","ALIAS","explicit alias Q22a_Spherical_buoy.svg"
"POINT","BOYSPP11","symbols/BOYSPP11.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYSPP"
"POINT","BOYSPP15","symbols/BOYSPP15.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYSPP"
"POINT","BOYSPP25","symbols/BOYSPP25.svg","Q23a_Pillar_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BOYSPP"
"POINT","BOYSPR01","symbols/BOYSPR01.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYSPR"
"POINT","BOYSUP01","symbols/BOYSUP01.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYSUP"
"POINT","BOYSUP02","symbols/BOYSUP02.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYSUP"
"POINT","BOYSUP03","symbols/BOYSUP03.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for BOYSUP"
"POINT","BRIDGE01","symbols/BRIDGE01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","BRTHNO01","symbols/BRTHNO01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","BUAARE02","symbols/BUAARE02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","BUIREL01","symbols/BUIREL01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","BUIREL04","symbols/BUIREL04.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","BUIREL05","symbols/BUIREL05.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","BUIREL13","symbols/BUIREL13.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","BUIREL14","symbols/BUIREL14.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","BUIREL15","symbols/BUIREL15.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","BUISGL01","symbols/BUISGL01.svg","E10_Church.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BUISGL"
"POINT","BUISGL11","symbols/BUISGL11.svg","E10_Church.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for BUISGL"
"POINT","CAIRNS01","symbols/CAIRNS01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CAIRNS11","symbols/CAIRNS11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CBLARE51","symbols/CBLARE51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CGUSTA02","symbols/CGUSTA02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CHCRDEL1","symbols/CHCRDEL1.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CHCRID01","symbols/CHCRID01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CHIMNY01","symbols/CHIMNY01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CHIMNY11","symbols/CHIMNY11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CHINFO06","symbols/CHINFO06.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CHINFO07","symbols/CHINFO07.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CHINFO08","symbols/CHINFO08.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CHINFO09","symbols/CHINFO09.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CHINFO10","symbols/CHINFO10.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CHINFO11","symbols/CHINFO11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CHKSYM01","symbols/CHKSYM01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CLRLIN01","symbols/CLRLIN01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CRANES01","symbols/CRANES01.svg","F53_Crane.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for CRANES"
"POINT","CTNARE51","symbols/CTNARE51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CTYARE51","symbols/CTYARE51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CTYARE71","symbols/CTYARE71.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CURDEF01","symbols/CURDEF01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CURENT01","symbols/CURENT01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CURSRA01","symbols/CURSRA01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","CURSRB01","symbols/CURSRB01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DANGER01","symbols/DANGER01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DANGER02","symbols/DANGER02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DANGER03","symbols/DANGER03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DAYSQR01","symbols/DAYSQR01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DAYSQR21","symbols/DAYSQR21.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DAYTRI01","symbols/DAYTRI01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DAYTRI05","symbols/DAYTRI05.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DAYTRI21","symbols/DAYTRI21.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DAYTRI25","symbols/DAYTRI25.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DIRBOY01","symbols/DIRBOY01.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for DIRBOY"
"POINT","DIRBOYA1","symbols/DIRBOYA1.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for DIRBOYA"
"POINT","DIRBOYB1","symbols/DIRBOYB1.svg","Q22a_Spherical_buoy.svg","SEMANTIC_TOKEN","semantic token match for DIRBOYB"
"POINT","DISMAR03","symbols/DISMAR03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DISMAR04","symbols/DISMAR04.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DNGHILIT","symbols/DNGHILIT.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for DNGHILIT"
"POINT","DOMES001","symbols/DOMES001.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DOMES011","symbols/DOMES011.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DSHAER01","symbols/DSHAER01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DSHAER11","symbols/DSHAER11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DWRTPT51","symbols/DWRTPT51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","DWRUTE51","symbols/DWRUTE51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","EBBSTR01","symbols/EBBSTR01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","EBLVRM11","symbols/EBLVRM11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","ENTRES51","symbols/ENTRES51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","ENTRES61","symbols/ENTRES61.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","ENTRES71","symbols/ENTRES71.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","ERBLTIK1","symbols/ERBLTIK1.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","EVENTS02","symbols/EVENTS02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FAIRWY51","symbols/FAIRWY51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FAIRWY52","symbols/FAIRWY52.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FLASTK01","symbols/FLASTK01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FLASTK11","symbols/FLASTK11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FLDSTR01","symbols/FLDSTR01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FLGSTF01","symbols/FLGSTF01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FOGSIG01","symbols/FOGSIG01.svg","R1_Fog_signal.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for FOGSIG"
"POINT","FORSTC01","symbols/FORSTC01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FORSTC11","symbols/FORSTC11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FOULGND1","symbols/FOULGND1.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FRYARE51","symbols/FRYARE51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FRYARE52","symbols/FRYARE52.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FSHFAC02","symbols/FSHFAC02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FSHFAC03","symbols/FSHFAC03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FSHGRD01","symbols/FSHGRD01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FSHHAV01","symbols/FSHHAV01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FSHRES51","symbols/FSHRES51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FSHRES61","symbols/FSHRES61.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","FSHRES71","symbols/FSHRES71.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","GATCON03","symbols/GATCON03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","GATCON04","symbols/GATCON04.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","HILTOP01","symbols/HILTOP01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","HILTOP11","symbols/HILTOP11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","HRBFAC09","symbols/HRBFAC09.svg","F10_Fishing_harbor.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for HRBFAC"
"POINT","HULKES01","symbols/HULKES01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","INFARE51","symbols/INFARE51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","INFORM01","symbols/INFORM01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","ISODGR01","symbols/ISODGR01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","ITZARE51","symbols/ITZARE51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","LIGHTDEF","symbols/LIGHTDEF.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LIGHTDEF"
"POINT","LIGHTS11","symbols/LIGHTS11.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LIGHTS"
"POINT","LIGHTS12","symbols/LIGHTS12.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LIGHTS"
"POINT","LIGHTS13","symbols/LIGHTS13.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LIGHTS"
"POINT","LIGHTS81","symbols/LIGHTS81.svg","S1_Ra_transponder_wLight.svg","SEMANTIC_TOKEN","semantic token match for LIGHTS"
"POINT","LIGHTS82","symbols/LIGHTS82.svg","P1_Light.svg","ALIAS","explicit alias P1_Light.svg"
"POINT","LITFLT01","symbols/LITFLT01.svg","Q30_Light_float.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for LITFLT"
"POINT","LITFLT02","symbols/LITFLT02.svg","Q30_Light_float.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for LITFLT"
"POINT","LITVES01","symbols/LITVES01.svg","Q32_Light_vessel.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for LITVES"
"POINT","LITVES02","symbols/LITVES02.svg","Q32_Light_vessel.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for LITVES"
"POINT","LNDARE01","symbols/LNDARE01.svg","K10_LandPoint.svg","SEMANTIC_TOKEN","semantic token match for LNDARE"
"POINT","LOCMAG01","symbols/LOCMAG01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","LOCMAG51","symbols/LOCMAG51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","LOWACC01","symbols/LOWACC01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","MAGVAR01","symbols/MAGVAR01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","MAGVAR51","symbols/MAGVAR51.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","MARCUL02","symbols/MARCUL02.svg","K48_Marine_farm.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for MARCUL"
"POINT","MONUMT02","symbols/MONUMT02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","MONUMT12","symbols/MONUMT12.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","MORFAC03","symbols/MORFAC03.svg","Q40a_Mooring_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for MORFAC"
"POINT","MORFAC04","symbols/MORFAC04.svg","Q40a_Mooring_buoy.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for MORFAC"
"POINT","MSTCON04","symbols/MSTCON04.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","MSTCON14","symbols/MSTCON14.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","NORTHAR1","symbols/NORTHAR1.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","NOTBRD11","symbols/NOTBRD11.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","OBSTRN01","symbols/OBSTRN01.svg","Q42_Ground_tackle.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for OBSTRN"
"POINT","OBSTRN02","symbols/OBSTRN02.svg","Q42_Ground_tackle.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for OBSTRN"
"POINT","OBSTRN03","symbols/OBSTRN03.svg","Q42_Ground_tackle.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for OBSTRN"
"POINT","OBSTRN18","symbols/OBSTRN18.svg","Q42_Ground_tackle.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for OBSTRN"
"POINT","OFSPLF01","symbols/OFSPLF01.svg","L10_Offshore_platform.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for OFSPLF"
"POINT","OSPONE02","symbols/OSPONE02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","OSPSIX02","symbols/OSPSIX02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","OWNSHP01","symbols/OWNSHP01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","OWNSHP05","symbols/OWNSHP05.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","PASTRK01","symbols/PASTRK01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","PASTRK02","symbols/PASTRK02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","PILBOP02","symbols/PILBOP02.svg","T1_pilot_boarding_place.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for PILBOP"
"POINT","PILPNT02","symbols/PILPNT02.svg","F22_Post.svg","CUSTOM_SYMBOL_MAP","CustomSymbolMap object rule for PILPNT"
"POINT","PLNPOS01","symbols/PLNPOS01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","PLNPOS02","symbols/PLNPOS02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","PLNSPD03","symbols/PLNSPD03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","PLNSPD04","symbols/PLNSPD04.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","POSGEN01","symbols/POSGEN01.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","POSGEN03","symbols/POSGEN03.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","POSGEN04","symbols/POSGEN04.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","POSITN02","symbols/POSITN02.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
"POINT","PRCARE12","symbols/PRCARE12.svg","","UNRESOLVED","no exact/direct/semantic ESRI match; generic category fallback disabled"
